Shipment_ID,Product_Category,Product_Type,Destination_Type,Transport_Mode,Recommended_Transport,Route_Risk,Refrigeration_Status,Packaging_Type,Coolant_Type,Packaging_Condition,Data_Logger_Status,Storage_Facility,Distance_KM,Duration_Hours,Chain_Handoff_Count,Ambient_Temperature_C,Humidity_Pct,Door_Open_Count,Vehicle_Age_Years,Battery_Level_Pct,Shock_Events,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Current_Temperature_C,Required_Temp_Min_C,Required_Temp_Max_C,Temperature_Deviation_C,Product_Temperature_Deviation_C,Temperature_Excursion_Minutes,Shipment_Start_Date,Shipment_Status,Risk_Probability,Risk_Score,AI_Prediction,Rescue_Priority_Score,Priority_Level,Estimated_Value_INR,Value_At_Risk_INR,Destination_Name
CC101461,Medical,Injectable Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,High,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Transplant Center,189.1,7.38,3,38.9,84.38,3,6.0,73.2,6,6.8,8.39,5.21,4.76,2,8,0.39,0.39,5.2,2026-06-25,SAFE,0.3487774014834917,34.9,SAFE,50.4,MEDIUM,100000.0,34878.0,MedPlus Pharmacy
CC106476,Medical,Antivenom,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Intermittent,Dry Ice Container,Mechanical Refrigeration,Good,Active,Laboratory,316.7,8.12,2,25.53,50.13,3,3.0,55.4,2,-14.85,-13.41,-16.28,-16.11,2,8,1.59,18.28,8.0,2026-04-25,AT_RISK,0.5277878610603902,52.8,AT_RISK,66.2,HIGH,200000.0,105558.0,Hiranandani Hospital
CC102535,Medical,Antisera,Laboratory,Air Cargo,Refrigerated Truck,Medium,Normal,Passive Cooler,Dry Ice,Good,Active,Hospital,563.6,7.94,2,22.97,84.05,5,2.9,70.0,0,3.03,3.91,2.16,2.18,2,8,0.0,0.0,0.0,2026-01-29,AT_RISK,0.3628589661115468,36.3,SAFE,44.3,MEDIUM,100000.0,36286.0,Metropolis Healthcare Lab
CC106646,Medical,Cell Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Medium,Normal,Refrigerated Compartment,Phase-Change Material,Good,Battery Low,Pharmacy,1032.9,12.67,1,29.15,80.71,5,5.6,67.5,0,5.9,6.84,4.95,4.95,-90,-60,0.0,66.84,0.0,2026-01-24,AT_RISK,0.9932980506766208,99.3,AT_RISK,82.1,CRITICAL,800000.0,794638.0,SRL Diagnostics
CC103220,Medical,Cell Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Medium,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Blood Bank,870.7,20.55,5,28.18,61.33,7,3.8,72.1,0,9.18,9.9,8.46,8.06,-90,-60,0.0,69.9,0.0,2026-01-05,AT_RISK,0.9966666666666668,99.7,AT_RISK,85.3,CRITICAL,800000.0,797333.0,SRL Diagnostics
CC105345,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,High,Intermittent,Validated Thermal Shipper,Gel Packs,Good,Active,Hospital,937.4,13.57,2,29.55,82.58,3,7.2,81.4,4,10.21,10.7,9.73,9.88,2,8,2.7,2.7,16.2,2026-04-02,SAFE,0.4868711533340225,48.7,SAFE,73.7,HIGH,100000.0,48687.0,Thyrocare Laboratory
CC102373,Medical,Whole Blood,Blood Bank,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Minor Damage,Active,Fertility Clinic,495.3,4.9,0,32.67,56.91,5,2.4,54.5,0,9.53,10.49,8.56,10.49,1,6,0.49,4.49,32.0,2026-05-06,AT_RISK,0.4949596357539364,49.5,SAFE,52.2,MEDIUM,100000.0,49496.0,Lions Blood Bank
CC101051,Medical,Injectable Medicines,Pharmacy,Reefer Container,Refrigerated Truck,Low,Intermittent,Validated Thermal Shipper,Gel Packs,Good,Active,Hospital,663.9,12.81,3,35.87,,6,5.2,87.1,0,10.75,12.16,9.34,11.13,2,8,2.16,4.16,11.3,2026-05-03,AT_RISK,0.667188730699448,66.7,AT_RISK,69.0,HIGH,100000.0,66719.0,Apollo Pharmacy
CC103074,Food,Frozen Food,Distribution Center,Reefer Container,Reefer Container,Medium,Normal,Insulated Box,Dry Ice,Good,Active,Pharmacy,2056.6,22.07,1,26.09,74.64,3,7.7,43.8,0,-16.92,-16.34,-17.5,-16.97,-25,-15,0.0,0.0,0.0,2026-02-27,SAFE,0.3611240531966717,36.1,SAFE,41.2,MEDIUM,100000.0,36112.0,ColdChain Distribution Center
CC102321,Medical,Diagnostic Reagents,Laboratory,Air Cargo,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Hospital,979.8,11.8,2,20.73,68.42,4,6.2,37.5,1,5.73,6.77,4.69,6.32,2,8,0.0,0.0,0.0,2026-02-25,AT_RISK,0.3953239866747003,39.5,SAFE,44.7,MEDIUM,100000.0,39532.0,Apollo Diagnostics
CC104791,Medical,Antisera,Laboratory,Reefer Container,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Pharmacy,714.8,12.88,0,32.88,41.78,3,4.2,87.1,0,5.99,7.32,4.67,6.05,2,8,0.0,0.0,0.0,2026-06-19,SAFE,0.3275344717406019,32.8,SAFE,39.2,LOW,100000.0,32753.0,Dr Lal PathLabs
CC103334,Medical,Insulin,Pharmacy,Refrigerated Truck,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Hospital,1213.1,19.39,1,30.84,57.91,6,4.2,75.9,1,8.07,8.75,7.4,7.7,2,8,0.0,0.75,0.0,2026-03-25,SAFE,0.3566329530290004,35.7,SAFE,35.4,LOW,150000.0,53495.0,MedPlus Pharmacy
CC104836,Medical,Laboratory Samples,Laboratory,Refrigerated Truck,Refrigerated Truck,High,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Blood Bank,1291.8,15.46,3,31.38,74.05,6,1.8,88.3,2,5.73,6.96,4.5,5.73,2,8,0.0,0.0,0.0,2026-01-05,SAFE,0.4167418418315131,41.7,SAFE,59.0,MEDIUM,100000.0,41674.0,Dr Lal PathLabs
CC101751,Medical,Temperature-Sensitive Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Fertility Clinic,592.6,7.66,2,17.92,72.79,8,1.2,82.1,0,7.84,8.95,6.73,8.32,2,8,0.0,0.95,0.0,2026-01-06,AT_RISK,0.4101433949801664,41.0,SAFE,51.6,MEDIUM,100000.0,41014.0,Wellness Forever Pharmacy
CC105324,Medical,Fertility Samples,Fertility Clinic,Reefer Container,Refrigerated Truck,High,Intermittent,Insulated Box,Mechanical Refrigeration,Good,Active,Blood Bank,640.4,16.28,1,31.01,81.25,6,1.9,77.1,3,11.4,12.22,10.57,10.69,2,8,2.22,4.22,9.0,2026-03-09,AT_RISK,0.6487671217656898,64.9,AT_RISK,87.9,CRITICAL,300000.0,194630.0,Indira IVF Center
CC101772,Medical,Cell Therapy Samples,Specialized Lab,Air Cargo,Reefer Container,High,Normal,Passive Cooler,Mechanical Refrigeration,Good,Active,Distribution Center,572.1,16.36,1,26.31,52.73,4,2.2,87.5,1,1.93,3.27,0.59,2.45,-90,-60,0.0,63.27,0.0,2026-03-14,AT_RISK,1.0,100.0,AT_RISK,91.0,CRITICAL,800000.0,800000.0,SRL Diagnostics
CC101196,Medical,Antivenom,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Laboratory,879.0,11.63,0,20.33,66.27,4,3.4,80.5,3,7.88,9.14,6.61,8.1,2,8,0.0,1.14,0.0,2026-05-02,SAFE,0.2803362557519309,28.0,SAFE,37.8,LOW,200000.0,56067.0,Lilavati Hospital
CC101878,Medical,Diagnostic Reagents,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Blood Bank,884.3,13.3,4,28.81,57.37,6,4.5,75.0,1,5.38,6.64,4.12,4.55,2,8,0.0,0.0,0.0,2026-02-15,SAFE,0.3403398795611814,34.0,SAFE,34.4,LOW,100000.0,34034.0,Metropolis Healthcare Lab
CC102668,Medical,Laboratory Samples,Laboratory,Air Cargo,Refrigerated Truck,Medium,Normal,Insulated Box,Gel Packs,Good,Active,Specialized Lab,403.3,10.73,4,24.79,32.3,1,2.6,93.8,1,2.2,3.07,1.33,2.23,2,8,0.0,0.67,0.0,2026-06-11,AT_RISK,0.3625131615797805,36.3,SAFE,38.3,LOW,100000.0,36251.0,Apollo Diagnostics
CC107484,Medical,Platelet Concentrates,Hospital,Air Cargo,Refrigerated Truck,Medium,Normal,Dry Ice Container,Mechanical Refrigeration,Good,Active,Distribution Center,1548.0,24.02,3,37.64,62.2,2,0.5,87.6,2,8.54,9.57,7.51,9.15,20,24,0.0,12.49,0.0,2026-02-15,AT_RISK,0.977287696657856,97.7,AT_RISK,76.6,HIGH,100000.0,97729.0,Kokilaben Dhirubhai Ambani Hospital
CC102016,Food,Seafood,Distribution Center,Air Cargo,Refrigerated Truck,Medium,Fault,Passive Cooler,Mechanical Refrigeration,Good,Active,Transplant Center,379.5,2.96,1,34.25,72.92,0,2.8,74.6,4,8.84,10.15,7.53,9.15,0,5,0.15,5.15,7.1,2026-01-19,AT_RISK,0.8541794173518108,85.4,AT_RISK,66.2,HIGH,100000.0,85418.0,MedSupply Distribution Hub
CC102005,Medical,Temperature-Sensitive Medicines,Pharmacy,Reefer Container,Refrigerated Truck,Low,Intermittent,Passive Cooler,Dry Ice,Good,Active,Transplant Center,1687.9,30.45,1,31.3,56.7,2,3.2,85.2,3,7.62,9.14,6.09,7.66,2,8,1.14,1.14,11.9,2026-01-30,AT_RISK,0.6453013560794373,64.5,AT_RISK,61.7,MEDIUM,100000.0,64530.0,Wellness Forever Pharmacy
CC106393,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Insulated Box,Phase-Change Material,Good,Battery Low,Distribution Center,105.4,11.3,2,33.99,54.9,8,3.7,59.3,1,8.97,9.68,8.26,8.98,2,8,0.0,1.68,0.0,2026-03-08,AT_RISK,0.4768283836219607,47.7,SAFE,45.6,MEDIUM,100000.0,47683.0,Thyrocare Laboratory
CC101482,Medical,Temperature-Sensitive Medicines,Pharmacy,Reefer Container,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Fertility Clinic,855.1,23.3,2,23.24,76.6,3,2.0,33.7,1,4.87,6.36,3.37,5.43,2,8,1.36,0.0,28.9,2026-03-15,AT_RISK,0.4063953709385599,40.6,SAFE,43.9,MEDIUM,100000.0,40640.0,Apollo Pharmacy
CC103237,Medical,Injectable Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Passive Cooler,Gel Packs,Good,Active,Laboratory,1747.6,42.99,2,19.41,96.25,6,3.3,88.4,0,8.71,9.07,8.34,8.86,2,8,0.0,1.07,0.0,2026-01-12,SAFE,0.2835150926663396,28.4,SAFE,41.0,MEDIUM,100000.0,28352.0,MedPlus Pharmacy
CC100328,Medical,Microbiology Specimens,Laboratory,Reefer Container,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Blood Bank,777.3,24.39,1,31.1,73.42,4,7.6,65.1,0,4.19,5.69,2.68,2.13,2,8,0.69,0.0,11.7,2026-05-10,SAFE,0.3379526703521773,33.8,SAFE,41.3,MEDIUM,100000.0,33795.0,Thyrocare Laboratory
CC100648,Medical,Plasma,Blood Bank,Reefer Container,Reefer Container,Medium,Normal,Dry Ice Container,Gel Packs,Good,Active,Blood Bank,471.1,10.95,1,22.85,91.47,6,5.2,64.4,1,1.99,3.19,0.79,3.08,-25,-18,0.0,21.19,0.0,2026-02-24,AT_RISK,0.9861988768503314,98.6,AT_RISK,83.2,CRITICAL,300000.0,295860.0,Red Cross Blood Bank
CC103599,Medical,Injectable Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Low,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Pharmacy,1330.0,15.32,3,37.39,83.51,1,10.9,82.9,2,5.24,6.91,3.57,6.21,2,8,0.0,0.0,0.0,2026-01-31,SAFE,0.4245170843371618,42.5,SAFE,32.0,LOW,100000.0,42452.0,Apollo Pharmacy
CC102945,Medical,Frozen Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Medium,Normal,Dry Ice Container,Mechanical Refrigeration,Good,Active,Blood Bank,498.0,15.14,1,30.84,90.11,5,3.9,65.5,1,5.38,6.83,3.93,6.11,-30,-18,0.0,24.83,0.0,2026-04-27,AT_RISK,0.9728593258852712,97.3,AT_RISK,80.9,CRITICAL,100000.0,97286.0,Lions Blood Bank
CC103887,Food,Frozen Food,Distribution Center,Reefer Container,Reefer Container,Low,Intermittent,Dry Ice Container,Gel Packs,Good,Active,Laboratory,527.0,3.28,0,30.52,68.55,4,5.8,78.9,0,-13.99,-12.55,-15.43,-12.4,-25,-15,2.45,2.45,37.6,2026-04-15,SAFE,0.355502159433936,35.6,SAFE,47.4,MEDIUM,100000.0,35550.0,MedSupply Distribution Hub
CC101123,Medical,Enzyme Preparations,Laboratory,Reefer Container,Refrigerated Truck,Low,Normal,Insulated Box,Dry Ice,Good,Battery Low,Hospital,415.1,6.36,0,28.69,81.2,2,6.0,77.1,0,10.04,11.4,8.68,9.28,2,8,1.4,3.4,14.0,2026-04-01,AT_RISK,0.4033567430555976,40.3,SAFE,32.2,LOW,120000.0,48403.0,Thyrocare Laboratory
CC100396,Medical,Biologics,Hospital,Reefer Container,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Distribution Center,575.7,14.45,2,26.72,94.24,2,12.5,68.9,1,-15.52,-14.95,-16.09,-15.28,2,8,0.05,18.09,27.0,2026-05-11,AT_RISK,0.3680295747210333,36.8,SAFE,40.1,MEDIUM,350000.0,128810.0,Lilavati Hospital
CC102788,Medical,Frozen Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Medium,Normal,Passive Cooler,Gel Packs,Good,Active,Hospital,1140.3,25.95,2,29.81,,3,3.0,63.6,0,7.05,8.04,6.06,7.8,-30,-18,0.04,26.04,14.5,2026-01-11,AT_RISK,0.9755053882216628,97.6,AT_RISK,78.1,HIGH,100000.0,97551.0,Lions Blood Bank
CC105601,Medical,Cell Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,High,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Blood Bank,655.4,12.26,0,28.8,82.03,3,5.6,56.0,3,7.9,8.41,7.39,7.81,-90,-60,0.41,68.41,28.3,2026-01-22,AT_RISK,1.0,100.0,AT_RISK,89.5,CRITICAL,800000.0,800000.0,SRL Diagnostics
CC106772,Medical,Microbiology Specimens,Laboratory,Air Cargo,Refrigerated Truck,Low,Normal,Insulated Box,Phase-Change Material,Good,Active,Fertility Clinic,641.7,10.6,2,30.48,69.48,2,3.6,74.8,1,6.36,7.88,4.84,8.1,2,8,0.0,0.0,0.0,2026-06-17,SAFE,0.3271983276495221,32.7,SAFE,27.6,LOW,100000.0,32720.0,Thyrocare Laboratory
CC104314,Medical,Gene Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Low,Intermittent,Validated Thermal Shipper,Mechanical Refrigeration,Good,Battery Low,Pharmacy,630.1,15.84,0,30.7,93.08,8,3.2,67.9,0,8.7,10.27,7.12,9.76,-90,-60,2.27,70.27,18.1,2026-03-19,AT_RISK,0.9988125478418672,99.9,AT_RISK,91.9,CRITICAL,100000.0,99881.0,Metropolis Specialized Lab
CC105252,Medical,Fertility Samples,Fertility Clinic,Reefer Container,Refrigerated Truck,Low,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Pharmacy,1157.1,22.97,3,31.64,88.45,1,0.5,74.5,2,8.94,10.05,7.83,8.61,2,8,0.05,2.05,17.2,2026-01-12,AT_RISK,0.4391954798579981,43.9,SAFE,32.8,LOW,300000.0,131759.0,Apollo Fertility Center
CC106339,Medical,Fertility Samples,Fertility Clinic,Refrigerated Truck,Refrigerated Truck,Low,Normal,Dry Ice Container,Phase-Change Material,Good,Active,Distribution Center,847.3,8.3,0,27.65,68.99,1,12.5,49.9,1,-18.88,-17.51,-20.25,-18.45,2,8,0.0,22.25,0.0,2026-04-03,AT_RISK,0.421859796687766,42.2,SAFE,31.8,LOW,300000.0,126558.0,Apollo Fertility Center
CC101259,Medical,Packed Red Blood Cells,Blood Bank,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Phase-Change Material,Good,Active,Blood Bank,579.1,1.0,3,22.53,64.96,5,7.0,36.4,1,8.16,9.85,6.47,8.3,1,6,1.85,3.85,24.0,2026-05-01,AT_RISK,0.4608943038991808,46.1,SAFE,50.2,MEDIUM,100000.0,46089.0,Red Cross Blood Bank
CC106901,Medical,Biologics,Hospital,Refrigerated Truck,Refrigerated Truck,Low,Normal,Insulated Box,Gel Packs,Good,Active,Hospital,758.4,15.07,2,24.12,70.05,7,2.6,77.2,2,2.81,4.71,0.92,4.56,2,8,0.0,1.08,0.0,2026-05-10,AT_RISK,0.3521364458599258,35.2,SAFE,36.6,LOW,350000.0,123248.0,Tata Memorial Hospital
CC106251,Medical,Frozen Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Medium,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Hospital,629.4,9.0,0,22.89,41.4,3,2.0,74.5,2,7.82,9.12,6.53,8.47,-30,-18,0.0,27.12,0.0,2026-01-05,AT_RISK,0.9472601815487032,94.7,AT_RISK,76.3,HIGH,100000.0,94726.0,HDFC Blood Bank
CC107327,Medical,Blood Samples,Blood Bank,Refrigerated Truck,Refrigerated Truck,High,Normal,Dry Ice Container,Dry Ice,Good,Active,Specialized Lab,500.0,13.67,1,30.62,67.25,4,2.6,65.5,3,5.71,7.27,4.16,5.65,2,8,0.0,0.0,0.0,2026-06-23,SAFE,0.3576344921405079,35.8,SAFE,52.5,MEDIUM,400000.0,143054.0,Apollo Blood Bank
CC101519,Medical,Whole Blood,Blood Bank,Reefer Container,Refrigerated Truck,Medium,Normal,Passive Cooler,Gel Packs,Minor Damage,Active,Transplant Center,475.7,3.41,4,28.15,59.44,3,7.1,80.6,0,7.65,8.54,6.75,7.83,1,6,0.0,2.54,0.0,2026-03-29,AT_RISK,0.5716081829519608,57.2,AT_RISK,53.8,MEDIUM,100000.0,57161.0,HDFC Blood Bank
CC106108,Food,Seafood,Distribution Center,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Phase-Change Material,Good,Active,Pharmacy,1004.5,20.32,2,36.7,78.72,4,3.1,94.6,1,6.25,7.75,4.76,6.46,0,5,0.0,2.75,0.0,2026-03-28,SAFE,0.4083800131599547,40.8,SAFE,45.5,MEDIUM,100000.0,40838.0,Apollo Distribution Center
CC101378,Medical,Microbiology Specimens,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Pharmacy,1175.3,24.37,4,31.97,72.94,5,3.7,71.5,0,1.63,2.9,0.36,3.28,2,8,0.0,1.64,0.0,2026-05-27,SAFE,0.3656955425293843,36.6,SAFE,34.5,LOW,100000.0,36570.0,Dr Lal PathLabs
CC105473,Medical,Enzyme Preparations,Laboratory,Reefer Container,Refrigerated Truck,High,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Battery Low,Distribution Center,594.4,12.19,3,27.13,73.17,2,2.9,70.9,2,8.19,9.53,6.84,7.71,2,8,0.0,1.53,0.0,2026-04-24,SAFE,0.3527657428536804,35.3,SAFE,49.2,MEDIUM,120000.0,42332.0,Dr Lal PathLabs
CC101023,Medical,Platelet Concentrates,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Pharmacy,575.1,13.0,3,26.87,84.06,5,18.0,65.5,1,8.26,9.04,7.49,7.78,20,24,1.04,12.51,19.9,2026-02-02,AT_RISK,0.9742930964835866,97.4,AT_RISK,80.9,CRITICAL,100000.0,97429.0,Tata Memorial Hospital
CC102587,Medical,Frozen Plasma,Blood Bank,Reefer Container,Reefer Container,Low,Fault,Validated Thermal Shipper,Gel Packs,Good,Active,Pharmacy,222.4,3.67,3,33.24,66.65,2,3.2,44.4,0,13.25,14.87,11.63,13.63,-30,-18,4.87,32.87,24.4,2026-02-22,AT_RISK,0.9808411086398452,98.1,AT_RISK,66.9,HIGH,100000.0,98084.0,Red Cross Blood Bank
CC102918,Medical,Frozen Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Medium,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Transplant Center,1532.9,28.29,3,19.34,76.43,5,0.9,69.9,1,6.5,7.53,5.48,6.36,-30,-18,0.0,25.53,0.0,2026-02-11,AT_RISK,0.9706305552533891,97.1,AT_RISK,80.8,CRITICAL,100000.0,97063.0,Red Cross Blood Bank
CC107496,Medical,Insulin,Pharmacy,Reefer Container,Refrigerated Truck,Low,Normal,Insulated Box,Phase-Change Material,Good,Active,Blood Bank,1268.3,29.21,2,24.37,83.71,3,4.2,65.6,2,6.5,7.07,5.92,6.7,2,8,0.0,0.0,0.0,2026-05-04,SAFE,0.3050972956255409,30.5,SAFE,27.8,LOW,150000.0,45765.0,Wellness Forever Pharmacy
CC106607,Medical,Fertility Samples,Fertility Clinic,Refrigerated Truck,Refrigerated Truck,High,Normal,Insulated Box,Phase-Change Material,Good,Active,Hospital,1133.0,18.08,1,33.0,81.3,6,10.9,50.6,1,11.21,12.6,9.83,11.39,2,8,2.6,4.6,8.5,2026-04-23,AT_RISK,0.4930075546993479,49.3,SAFE,63.6,MEDIUM,300000.0,147902.0,Indira IVF Center
CC103785,Medical,Injectable Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Dry Ice,Good,Active,Fertility Clinic,506.0,12.23,1,17.52,52.7,4,5.5,86.3,1,6.42,8.4,4.43,6.41,2,8,0.4,0.4,5.6,2026-01-15,SAFE,0.3142129571781431,31.4,SAFE,29.8,LOW,100000.0,31421.0,Netmeds Pharmacy
CC100912,Medical,IV Medications,Hospital,Reefer Container,Refrigerated Truck,Low,Normal,Insulated Box,Phase-Change Material,Good,Active,Laboratory,1199.5,20.36,1,42.55,64.98,1,5.0,54.4,2,6.99,8.07,5.91,6.08,2,8,0.07,0.07,21.1,2026-04-05,AT_RISK,0.4162944112177745,41.6,SAFE,31.5,LOW,100000.0,41629.0,Kokilaben Dhirubhai Ambani Hospital
CC102857,Medical,Microbiology Specimens,Laboratory,Reefer Container,Refrigerated Truck,Medium,Normal,Dry Ice Container,Mechanical Refrigeration,Good,Active,Distribution Center,677.5,8.69,2,21.76,49.51,4,4.5,64.3,2,5.66,7.18,4.15,6.01,2,8,0.0,0.0,0.0,2026-03-05,SAFE,0.3235495459206288,32.4,SAFE,40.4,MEDIUM,100000.0,32355.0,Metropolis Healthcare Lab
CC106109,Medical,Temperature-Sensitive Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Specialized Lab,305.4,12.83,1,13.8,74.24,6,9.6,71.8,0,0.36,1.68,-0.95,0.79,2,8,0.95,2.95,13.7,2026-01-20,AT_RISK,0.355165494510097,35.5,SAFE,35.3,LOW,100000.0,35517.0,MedPlus Pharmacy
CC101675,Medical,Microbiology Specimens,Laboratory,Air Cargo,Refrigerated Truck,High,Normal,Insulated Box,Phase-Change Material,Good,Active,Laboratory,549.7,11.52,2,17.37,34.38,2,2.6,78.2,0,8.58,10.26,6.9,10.14,2,8,2.26,2.26,32.3,2026-06-18,AT_RISK,0.4460913483611671,44.6,SAFE,54.8,MEDIUM,100000.0,44609.0,Dr Lal PathLabs
CC101746,Food,Frozen Food,Distribution Center,Refrigerated Truck,Reefer Container,Low,Normal,Passive Cooler,Gel Packs,Good,Active,Fertility Clinic,1288.6,19.69,2,15.12,60.14,4,2.2,100.0,0,-19.61,-18.48,-20.73,-19.63,-25,-15,0.0,0.0,0.0,2026-06-22,SAFE,0.3102256757273445,31.0,SAFE,29.6,LOW,100000.0,31023.0,Apollo Distribution Center
CC103026,Medical,Monoclonal Antibodies,Hospital,Air Cargo,Refrigerated Truck,Medium,Intermittent,Passive Cooler,Mechanical Refrigeration,Good,Active,Distribution Center,1036.4,31.86,4,16.52,78.26,0,1.6,68.8,0,10.04,10.83,9.26,9.98,2,8,0.83,2.83,6.2,2026-05-04,AT_RISK,0.5476757312358304,54.8,AT_RISK,62.9,MEDIUM,100000.0,54768.0,Kokilaben Dhirubhai Ambani Hospital
CC100532,Medical,Gene Therapy Samples,Specialized Lab,Reefer Container,Reefer Container,Low,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Transplant Center,767.1,12.52,2,26.71,81.6,5,1.4,70.9,2,5.44,6.82,4.07,3.73,-90,-60,0.0,66.82,0.0,2026-06-20,AT_RISK,0.9997979622170672,100.0,AT_RISK,72.5,HIGH,100000.0,99980.0,Apollo Specialized Lab
CC101736,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Passive Cooler,Phase-Change Material,Good,Active,Distribution Center,1381.8,19.89,2,28.2,84.82,4,2.9,81.7,0,7.11,8.29,5.93,5.97,2,8,0.29,0.29,14.4,2026-06-19,AT_RISK,0.3553289735124451,35.5,SAFE,42.3,MEDIUM,100000.0,35533.0,Dr Lal PathLabs
CC101629,Medical,Plasma,Blood Bank,Reefer Container,Reefer Container,Low,Normal,Insulated Box,Phase-Change Material,Good,Active,Distribution Center,631.4,10.9,4,38.69,65.59,3,15.0,63.8,2,2.97,4.51,1.43,2.36,-25,-18,0.0,22.51,0.0,2026-01-24,AT_RISK,0.9941000562305016,99.4,AT_RISK,69.1,HIGH,300000.0,298230.0,Lions Blood Bank
CC104950,Medical,Temperature-Sensitive Medicines,Pharmacy,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Phase-Change Material,Good,Active,Laboratory,811.8,20.6,2,11.64,78.45,4,13.3,59.0,1,7.13,8.78,5.48,6.04,2,8,0.0,0.78,0.0,2026-05-17,SAFE,0.2949480787877303,29.5,SAFE,38.7,LOW,100000.0,29495.0,Netmeds Pharmacy
CC100430,Medical,Blood Samples,Blood Bank,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Distribution Center,1122.7,30.38,3,23.75,92.25,13,4.3,81.7,2,6.13,7.46,4.79,6.1,2,8,0.0,0.0,0.0,2026-05-19,SAFE,0.4398055407045178,44.0,SAFE,56.4,MEDIUM,400000.0,175922.0,Red Cross Blood Bank
CC103523,Food,Dairy,Distribution Center,Reefer Container,Refrigerated Truck,Low,Normal,Insulated Box,Gel Packs,Good,Active,Laboratory,458.2,9.51,0,26.88,63.58,7,6.2,67.5,0,5.43,7.06,3.79,4.44,0,8,0.0,0.0,0.0,2026-04-23,SAFE,0.315697058686133,31.6,SAFE,34.5,LOW,50000.0,15785.0,Apollo Distribution Center
CC101808,Medical,Biologics,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Intermittent,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Blood Bank,1504.3,20.76,3,32.24,69.17,12,18.0,73.1,2,5.58,7.14,4.02,5.5,2,8,0.0,0.0,0.0,2026-05-08,SAFE,0.6425324984661588,64.3,AT_RISK,83.6,CRITICAL,350000.0,224886.0,Fortis Hospital
